date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,sequencing_system,flowcell_type,workflow,fastq_workflow,notes
2024_02_23,FALSE,channel1,pool_401_416_1,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-A12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
2024_01_29,FALSE,channel1,pool_401_416_2,multiome,atac,nuclei,channel1,pbmc,1-2,SI-NA-B1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,AAC5VYNHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240125_SL-NTB_32_AAC5VJMHV_arcfastqs/fastq_path/AAC5VJMHV/pool_401_416_2_atac,,,,,,,,,TRUE,batch4,NextSeq2000,P3,100cy,bcl_convert,
2023_11_14,FALSE,channel1,pool_401_416_2,multiome,rna,nuclei,channel1,pbmc,1-2,SI-TT-B12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,AAC3LLHHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/231111_SL-NTA_53_AAC3LLHHV_arcfastqs/fastq_path/AAC3LLHHV,,,,,,,,,TRUE,batch4,NextSeq2000,P3,100cy,bcl_convert,batch4 test1
2024_02_23,FALSE,channel1,pool_401_416_3,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-C12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
2024_02_23,FALSE,channel1,pool_401_416_4,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-D12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
2024_01_29,FALSE,channel1,pool_401_416_5,multiome,atac,nuclei,channel1,pbmc,1-2,SI-NA-E1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,AAC5VYNHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240125_SL-NTB_32_AAC5VJMHV_arcfastqs/fastq_path/AAC5VJMHV/pool_401_416_5_atac,,,,,,,,,TRUE,batch4,NextSeq2000,P3,100cy,bcl_convert,
2023_11_14,FALSE,channel1,pool_401_416_5,multiome,rna,nuclei,channel1,pbmc,1-2,SI-TT-E12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,AAC3LLHHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/231111_SL-NTA_53_AAC3LLHHV_arcfastqs/fastq_path/AAC3LLHHV,,,,,,,,,TRUE,batch4,NextSeq2000,P3,100cy,bcl_convert,batch4 test1
2024_02_23,FALSE,channel1,pool_401_416_6,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-F12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
2024_02_23,FALSE,channel1,pool_401_416_7,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-G12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
2024_02_23,FALSE,channel1,pool_401_416_8,multiome,rna,nuclei,channel1,pbmc,1-4,SI-TT-H12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22JH3JLT3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/240222_SL-EXF_0040_A22JH3JLT3_arcfastqs/fastq_path/22JH3JLT3,,,,,,,,,TRUE,batch4,NovaSeqX,10B,,bcl_convert,batch4 set4-5
